Id,Date,Title,Description
940,"December 11, 2019, Wednesday","Unable to find itself a decent suitor, YES Bank needs an arranged match","Yes Bank needs an arranged match brokered by the RBI, or it's No Bank"
941,"December 11, 2019, Wednesday","Credit crisis is easing in India, but only for safest corporate borrowers","The cash squeeze in the nation's shadow banking industry, which lends to everyone from street vendors to property tycoons, shows ..."
942,"December 11, 2019, Wednesday","SBI under-reported its FY19 NPAs by Rs 11,932 crore, find RBI auditors","As a result, the bank's reported profit of Rs 862 crore for the fiscal year now stands at a loss of Rs 6,968 crore"
943,"December 10, 2019, Tuesday",Banks' retail credit growth rose due to securitisation by NBFCs: Report,"Banks' retail credit growth is up  due to higher reliance on securitisation by liquidity starved  non-banking lenders, and does ..."
944,"December 10, 2019, Tuesday",Union Bank cuts MCLR 5-10 bps across tenors; one-year rate revised to 8.2%,"One-year MCLR now stands at 8.20 per cent, down from 8.25 per cent, the public sector bank said"
945,"December 10, 2019, Tuesday","Yes Bank mulls Citax Holdings offer, Erwin Singh Braich still in fray",Board of directors will continue to evaluate other potential investors to raise capital up to $2 bn
946,"December 10, 2019, Tuesday",Onion prices could hold the key to RBI's next monetary policy move,"The brokerage said if the RBI is not comfortable with a negative real repo rate, which is the repo rate minus the headline ..."
947,"December 10, 2019, Tuesday","IDBI to sell 49% stake in two of its subsidiaries, to retain control",IDBI Bank will sell up to 49 per cent stake in its subsidiaries IDBI Capital Markets & Securities Ltd (ICMS) and IDBI Intech Ltd ...
948,"December 10, 2019, Tuesday",YES Bank to consider $500-mn Citax offer; Braich's offer under discussion,The board decided that the final decision regarding allotment to Citax Holdings and Citax Investment Group will follow in the ...
949,"December 10, 2019, Tuesday",Bank of Baroda and HDFC Bank cut MCLR by 5 bps and 15 bps respectively,HDFC Bank had also cut its MCLR by 10 bps across tenures last month
950,"December 10, 2019, Tuesday","UCO Bank cuts MCLR by 10 basis points across tenors, revises rate to 8.3%","The revised one-year MCLR now stands at 8.30 per cent, down from the existing 8.40 per cent, the state-run lender said in a ..."
951,"December 10, 2019, Tuesday","SBI under-reported bad loans by Rs 11,932 crore in FY19: RBI report","Based on the divergence assessed by RBI in provisioning for bad loans, SBI said it would have reported a net loss of Rs 6,968 ..."
952,"December 09, 2019, Monday","PSBs turn profitable in Apr-Sep FY20, post aggregate profit of Rs 3221 cr","State-run lenders had posted aggregate operating profits during 2017-18 and 2018-19 of Rs 1,55,603 crore and Rs 1,53,871 crore ..."
953,"December 09, 2019, Monday",Kochhar challenges RBI decision to terminate her; HC seeks bank's response,Banking Regulation Act says that prior approval of the RBI is required to terminate the contract of a bank's chairman or managing ...
954,"December 09, 2019, Monday",BoB to sell 10.4 mn shares in proposed UTI AMC initial public offering,"Last week, the country's largest lender State Bank of India had approved diluting up to 8.25% stake in UTI AMC"
955,"December 09, 2019, Monday",Chanda Kochhar termination: Bombay HC seeks RBI's reply before next hearing,"Earlier, Kochhar had stated that ICICI Bank was under statutory obligation to obtain prior RBI approval to terminate her from ..."
956,"December 09, 2019, Monday","ICICI Bank opens new center in Bahrain, offers retail, corporate banking","The bank already has a retail branch at the local Manama Centre, it said in a statement"
957,"December 09, 2019, Monday",Yes Bank likely to reject $1.2 bn offer from Canadian tycoon Erwin Braich,"At a meeting on Tuesday, the board is expected to reject an offer from Canada's Erwin Singh Braich and Hong Kong-based SPGP ..."
958,"December 09, 2019, Monday","SBI cuts MCLR rate by 10 bps for one-year loan, deposit rates unchanged",This is the eighth cut in MCLR in this financial year and follows a 5 bps reduction last month; most banks have linked their ...
959,"December 09, 2019, Monday","In 8th cut this year, SBI reduces MCLR by 10 bps across all tenors","The one year MCLR has come down to 7.90 per cent per annum from 8.00 per cent per annum with effect from December 10, 2019"
960,"December 09, 2019, Monday",What happens when a co-op bank comes under banking act?,"The only conversion to date of an urban co-operative bank into a commercial bank is DCB Bank in 1996, which was however not a ..."
961,"December 09, 2019, Monday","Co-op banks may come under banking act, forced conversion not ruled out","In the revised scheme, the inspection of the UCBs solely under the Banking Regulation Act will be done by the central bank"
962,"December 08, 2019, Sunday",One year of Guv Shaktikanta Das at RBI: Keep calm and do what's needed,"RBI and the government had differences on many occasions, but the governor didn't let it play them out in public"
963,"December 07, 2019, Saturday",Amalgamated entity of 3 PSBs to retain sovereign status: UBI chief,The merger of the three PSBs is scheduled to come into force from April 1 next year.
964,"December 07, 2019, Saturday",Nepal SBI post 13% growth in net profit at Rs 229.25 crore for FY19,"The bank mobilised total deposit of Rs 9,72.44 crore and extended loans and advances of Rs 8,864.47 crore at the closing of the ..."
965,"December 07, 2019, Saturday",State-owned banks to help small businesses with loans in month-long drive,Banks will also consider requests from MSMEs for restructuring their stressed standard assets
966,"December 07, 2019, Saturday",30 committees monitoring the Canara-Syndicate Bank merger process,"After the merger, the combined entity will also see a higher number of chief general managers"
967,"December 07, 2019, Saturday","LIC, SBI, Bank of Baroda get until Dec 2020 to bring UTI MF stake below 10%",Sebi to freeze shareholding if extended deadline not met
968,"December 06, 2019, Friday","Digital India push: From December 16, you can make NEFT transfers 24x7","NEFT transactions are settled in hourly batches. For weekdays, the batches are from 8 am to 7 pm. On first and third Saturdays, ..."
969,"December 06, 2019, Friday","Bank of India to raise up to Rs 10,000 cr through bonds, preference shares",The state-owned lender said the board approved issuance of up to 125 crore fresh equity shares through qualified institutions ...
970,"December 06, 2019, Friday",YES Bank shares tumble 10% after Moody's downgrades foreign currency rating,"The scrip settled the day at Rs 56 on the BSE, down 9.82%"
971,"December 06, 2019, Friday",Irdai may allow merged state-run banks to hold over 10% in insurance firms,Some of the 10 public sector banks that are merging into four are promoters of insurance entities as well
972,"December 06, 2019, Friday",Bank of America opens Global Business Services Center at GIFT-IFSC,"The new centre will allow BoA to raise debt in international currency, even as the foreign bank launched two Indian bond auctions ..."
973,"December 06, 2019, Friday",Axis Bank looks for successor as CFO Jairam Sridharan puts in papers,"Sridharan joined Axis Bank in June 2010 and was made CFO in October 2015. He was previously with Capital One Financial, a ..."
974,"December 06, 2019, Friday","RBL Bank raises Rs 2,025 cr from Bajaj group, other investors",Bank says it concluded the QIP at an issue price of Rs 351 per share pursuant to the allotment of 57.7 million equity shares
975,"December 06, 2019, Friday","In 3 years, banks gave $745 bn to cos planning new coal power plants: NGOs","The report released by environmental groups on Thursday cites more than 1,000 new coal power stations or units in the pipeline"
976,"December 06, 2019, Friday",Canada's CPPIB to invest up to $600 million in Indian infrastructure fund,The deal includes a commitment of $150 million in NIIF's Master Fund and co-investment rights of up to $450 million in future ...
977,"December 06, 2019, Friday",Final report on PMC Bank is expected by Dec-end: RBI guv Shaktikanta Das,A call will be taken on further course of action once the RBI gets the report
978,"December 06, 2019, Friday",RBI monetary policy review: Client exposure norms for UCBs to be tightened,The RBI said it would amend the guidelines for UCBs to reduce concentration risk in exposures
979,"December 06, 2019, Friday","RBI keeps repo rate unchanged at 5.15%, stance stays accommodative","The market and economists were expecting a sure cut in the policy review, considering the weak growth rate"
980,"December 05, 2019, Thursday","Despite RBI's accommodative stance, analysts expect long pause on rate cuts",All these analysts agree that a rate cut is on the table but are not the same page on the timing though
981,"December 05, 2019, Thursday","CBDT issues draft notification on fund managers' remuneration, seeks inputs",The CBDT has sought inputs from stakeholders on draft notification proposing amendments December 19
